1.245102658867835999e-02,7.549875974655151367e-02,-4.766019628732465208e-05,-2.328174887225031853e-04,1.378903537988662720e-01,-2.306734822923317552e-04,-4.537434433586895466e-04,1.157077774405479431e-01,4.941765964031219482e-02,-1.639457419514656067e-02,-1.063856994733214378e-03,5.802908539772033691e-02,8.616470545530319214e-02,1.283610326936468482e-04,-1.709129574010148644e-04,1.599159389734268188e-01,1.312704682350158691e-01,-1.678279545558325481e-06,1.395567524014040828e-04,1.176949217915534973e-02,-1.106154872104525566e-03,1.040769368410110474e-01,2.011226024478673935e-04,-2.738252806011587381e-04,-1.855547167360782623e-02,-2.070344780804589391e-04,-1.315222820267081261e-03,1.469462066888809204e-01,1.079669818282127380e-01,1.087649390101432800e-01,4.544679075479507446e-02,1.118787601590156555e-01
8.026840537786483765e-02,2.358717098832130432e-02,-1.724953108350746334e-05,-3.531544643919914961e-05,4.627082496881484985e-02,-7.592150359414517879e-05,-1.542358804726973176e-04,7.291950285434722900e-02,6.425105780363082886e-02,1.254135556519031525e-02,-3.996627347078174353e-04,6.942792329937219620e-03,7.245884090662002563e-02,-2.967836371681187302e-05,-2.818376572122360813e-07,9.042179584503173828e-02,9.214527904987335205e-02,-3.654652402929059463e-07,-7.104928226908668876e-05,2.279953099787235260e-03,-3.470661176834255457e-04,3.965719789266586304e-02,-4.438791802385821939e-05,-1.232601352967321873e-04,-5.885334685444831848e-04,-1.428345276508480310e-04,-5.256907898001372814e-04,5.455888435244560242e-02,7.367654889822006226e-02,1.074351370334625244e-01,7.638939470052719116e-02,6.936065107583999634e-02
3.722286407992214663e-07,-5.423248072844444323e-09,1.035711967578567538e-11,-8.072654524016176225e-12,-1.604781196817839373e-08,3.722748498358185998e-11,8.165961656869669127e-11,-6.805266394849240896e-08,-2.974285884249638912e-08,-3.244028379256747030e-09,1.815333855459400070e-10,-9.409814039074149150e-10,-2.487081296465021296e-08,1.565329116326452663e-11,1.163776919884534911e-13,-9.211479579107617610e-08,1.284647987631615251e-05,9.481921947910795789e-14,2.956753591965011196e-11,-2.499174478476362538e-10,1.613844335945913144e-10,-1.421337714191395207e-08,2.314469275954689209e-11,8.608908724783148614e-11,-4.128986597073946996e-10,5.752414516946302570e-11,2.337473825608782363e-10,-1.869799248765957600e-08,-2.412772204252178199e-08,-1.348277436363787274e-07,-4.198572156610680395e-08,-3.315810204185254406e-08
3.703344297889543668e-10,3.003375603771729629e-10,-4.934420927416027780e-13,7.756976484751820777e-13,-1.917001100082416087e-06,-2.136010335621052469e-12,-3.678173651072702555e-12,2.187552583521323868e-09,4.737853998015850721e-10,-8.531141938716846340e-12,-7.017428305111650388e-12,3.793520358952306992e-11,1.288597228921162241e-09,1.142415120836126619e-10,-9.429890610590518918e-07,2.621656003398697976e-09,1.228920187834603439e-09,-1.984009338111894505e-14,1.799038890949733460e-13,7.469410506777407477e-12,-7.069420136091020268e-12,1.898537993483273567e-10,3.484878943575686616e-13,-1.558624106515194008e-12,-7.007172619921675505e-11,9.040270924742799252e-06,2.864384562872857032e-10,1.391499249159267038e-09,1.464901089320846950e-09,-2.296477941854391247e-05,1.029961449461325174e-09,5.022918747599192102e-10
5.449054390192031860e-02,2.457121573388576508e-02,-7.969827493070624769e-06,-1.614994689589366317e-04,3.315703570842742920e-02,-4.332360185799188912e-05,-7.502486550947651267e-05,1.957203447818756104e-02,3.650880232453346252e-02,1.166840549558401108e-02,-2.308138646185398102e-04,4.297651816159486771e-03,4.971941560506820679e-02,6.488930921477731317e-06,-3.060559947698493488e-07,5.537722632288932800e-02,5.876836925745010376e-02,-2.928977096416929271e-07,-2.172708809666801244e-05,2.025990048423409462e-03,-1.937847991939634085e-04,3.184726461768150330e-02,-3.534922541348350933e-07,-8.463271660730242729e-05,-4.691742826253175735e-03,-1.477495825383812189e-04,-3.257529460825026035e-04,2.966068126261234283e-02,4.974162206053733826e-02,5.106934532523155212e-02,3.711652010679244995e-02,4.231943562626838684e-02
1.647327189857605845e-05,-4.121895713637968583e-08,8.305049703505318348e-11,-1.696188189903580223e-10,-1.393368478375123232e-07,7.447648608938095549e-10,8.490546599126957972e-10,-3.222473878849996254e-07,-6.864619450652753585e-08,-2.678073052209128946e-08,1.642688118863588898e-08,-1.903520751511678100e-05,-2.065017667973734206e-07,1.405351252037334575e-10,6.281673315192137785e-13,-6.965093461985816248e-07,-7.852859198465012014e-07,1.157033995523304437e-12,2.490786743525319480e-10,6.963939824800036149e-08,2.692156053640815117e-09,6.786677840864285827e-05,2.094547452147210720e-10,4.348872095771838531e-10,-1.676406391482032632e-08,5.240493919700384140e-06,2.262575904410368821e-09,-1.599628234316696762e-07,-2.008302146805363009e-07,7.618048693984746933e-04,-3.957196952342201257e-07,-1.547472129459492862e-05
5.764096044913458172e-08,-2.198456749979982305e-09,3.902984879733395474e-11,1.340840025815248637e-11,-1.025632272444454429e-07,1.099348320710014093e-10,-1.948061434386971769e-10,1.230942245911137434e-07,9.235848352773246006e-08,-5.309642059359021005e-09,1.320530918746953830e-05,1.176760200394255662e-08,6.371218552736479523e-10,6.256790224812291967e-11,-1.215092634083703160e-04,-3.219463678760803305e-06,1.243240840267390013e-04,-1.034994170368008781e-07,-9.061967842782792104e-11,-2.564238821278763680e-10,-1.697234158770655199e-10,-1.492293900810182095e-03,-8.020336998704191700e-12,2.852391413343813298e-11,1.153930062613994778e-09,1.312686072196811438e-04,-7.471673835190983937e-10,4.021184452085435623e-08,-4.269308906401647619e-09,6.076834324630908668e-06,9.677182788436766714e-08,-9.621679453175602248e-08
5.219581723213195801e-02,1.793801039457321167e-02,-8.134147719829343259e-06,-5.617820715997368097e-05,-2.207034081220626831e-02,-5.603874451480805874e-04,-5.615058034891262650e-05,-6.950214505195617676e-02,-4.236841574311256409e-03,3.736987011507153511e-03,-2.535161038395017385e-04,9.504253976047039032e-03,-4.225554689764976501e-02,1.143224199040560052e-05,6.184684053778255475e-08,6.511259078979492188e-02,-1.205958202481269836e-01,-1.289241708946065046e-07,1.674972736509516835e-05,2.475989982485771179e-03,-1.643264404265210032e-04,-2.309761941432952881e-03,1.846967643359676003e-05,-4.388928937260061502e-05,-5.736086983233690262e-03,3.365419252077117562e-05,-1.924228126881644130e-04,6.763240694999694824e-02,-6.469043344259262085e-02,1.448042392730712891e-01,1.157634630799293518e-01,6.491887569427490234e-02
8.350794762372970581e-02,1.734101027250289917e-02,5.448641786642838269e-07,-9.021846199175342917e-05,6.866757757961750031e-03,-1.137644358095712960e-05,-4.132507001486374065e-06,-2.853326126933097839e-02,-8.177630603313446045e-02,7.570511079393327236e-04,-6.421653779398184270e-06,2.192613203078508377e-03,-2.021741820499300957e-03,1.866450656962115318e-05,-2.716111850986635545e-07,1.198411658406257629e-01,1.266977339982986450e-01,-4.256074134900700301e-06,1.923056152008939534e-05,9.468582575209438801e-04,2.545185452618170530e-06,2.266532555222511292e-02,2.782111550914123654e-05,-8.573322702432051301e-06,-4.267639014869928360e-03,-5.193911056267097592e-05,-3.927271973225288093e-05,4.244387522339820862e-02,2.913335338234901428e-02,-1.119560971856117249e-01,-6.723321229219436646e-02,3.599758446216583252e-02
-1.494721527706133202e-05,-2.591935754026053473e-06,1.938996740946663522e-09,3.828491301760550414e-09,-3.493990789138479158e-06,1.331041943331001676e-08,2.645194641104353650e-08,-9.981657967728096992e-06,-9.469768883718643337e-06,-8.956374131230404601e-07,6.924234696725761751e-08,-3.027906529950996628e-07,-7.427581294905394316e-06,1.764930757097715741e-09,-2.161757661767182981e-09,-2.411744208075106144e-05,2.368158857279922813e-05,5.090911373017981134e-11,-3.355481581479580200e-08,-4.275108585716225207e-05,2.462047916651499690e-07,-4.776439254783326760e-06,1.621785372662998270e-09,2.696211822694749571e-06,4.559640132129061385e-08,2.546236288480940857e-08,-1.785301719792187214e-04,-4.001637080364162102e-06,-6.821153419878100976e-06,-3.695933264680206776e-05,-1.243715087184682488e-04,-1.428212272003293037e-05
