3.317129611968994141e-01,-1.681305319070816040e-01,3.436112105846405029e-01
8.716219663619995117e-02,-6.898450106382369995e-02,-3.666504025459289551e-01
-6.192909087985754013e-03,1.245388830284355208e-06,1.641385892980906647e-06
-1.577068003825843334e-03,7.840971462428569794e-03,2.593227509350981563e-05
1.558029949665069580e-01,2.703001201152801514e-01,-2.642194628715515137e-01
-2.746204473078250885e-02,2.262434691147063859e-06,4.820421963813714683e-06
-5.099285021424293518e-02,-8.657377475174143910e-05,7.148977147153345868e-06
2.149300575256347656e-01,2.307157814502716064e-01,2.181291133165359497e-01
1.802127957344055176e-01,-4.519811365753412247e-03,3.468860685825347900e-02
3.873818367719650269e-02,-1.525200996547937393e-02,6.534945219755172729e-02
-1.386487334966659546e-01,-8.565568923950195312e-02,1.882271862996276468e-05
2.616199478507041931e-02,-1.636504381895065308e-01,-2.442831993103027344e-01
2.185107618570327759e-01,-6.628505885601043701e-02,-3.005034029483795166e-01
2.152292654500342906e-05,7.183768389040778857e-07,-7.922827452421188354e-02
-1.361747999908402562e-04,-5.867321306141093373e-06,4.816988075617700815e-04
4.087047576904296875e-01,-2.585698068141937256e-01,1.023471653461456299e-01
5.093143582344055176e-01,1.943898969329893589e-04,1.642824709415435791e-01
-1.371858670609071851e-04,-7.335852842516032979e-06,4.321089945733547211e-04
-5.239480175077915192e-03,2.502334490418434143e-02,-1.238467097282409668e-01
5.187483504414558411e-03,-4.320320114493370056e-02,-4.102259501814842224e-02
-1.235429644584655762e-01,-1.272775977849960327e-01,2.489705184416379780e-05
9.544268995523452759e-02,-3.019854426383972168e-01,-7.851326465606689453e-02
2.804859286698047072e-05,1.119384069170337170e-05,-1.190603151917457581e-01
-3.618730604648590088e-02,4.638312475435668603e-06,2.659901976585388184e-03
-1.448026741854846478e-03,-4.414986353367567062e-03,1.558420509099960327e-01
-5.406632274389266968e-02,2.848720923066139221e-02,1.026539728045463562e-01
-1.719539165496826172e-01,2.772312473098281771e-05,2.586649917066097260e-02
1.663038730621337891e-01,2.211726009845733643e-01,-5.949896201491355896e-02
2.200198620557785034e-01,-1.112414244562387466e-02,-3.354731798171997070e-01
6.187875270843505859e-01,1.327494680881500244e-01,2.932532429695129395e-01
2.445176839828491211e-01,1.973295062780380249e-01,2.240307182073593140e-01
2.152656614780426025e-01,-3.856077417731285095e-02,3.071158938109874725e-02
